"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 35 to 39 years","Hungary","Total","2013","Total","Percentage","8.1",""
"From 35 to 39 years","Hungary","Total","2014","Total","Percentage","6.4",""
"From 35 to 39 years","Hungary","Total","2015","Total","Percentage","5.8",""
"From 35 to 39 years","Hungary","Total","2016","Total","Percentage","4.6",""
"From 35 to 39 years","Hungary","Males","2005","Total","Percentage","6.1","b"
"From 35 to 39 years","Hungary","Males","2006","Total","Percentage","6.3",""
"From 35 to 39 years","Hungary","Males","2007","Total","Percentage","5.8",""
"From 35 to 39 years","Hungary","Males","2008","Total","Percentage","6.3",""
"From 35 to 39 years","Hungary","Males","2009","Total","Percentage","8.3",""
"From 35 to 39 years","Hungary","Males","2010","Total","Percentage","9.4",""
"From 35 to 39 years","Hungary","Males","2011","Total","Percentage","9.6",""
"From 35 to 39 years","Hungary","Males","2012","Total","Percentage","9.7",""
"From 35 to 39 years","Hungary","Males","2013","Total","Percentage","7.5",""
"From 35 to 39 years","Hungary","Males","2014","Total","Percentage","5.8",""
"From 35 to 39 years","Hungary","Males","2015","Total","Percentage","4.7",""
"From 35 to 39 years","Hungary","Males","2016","Total","Percentage","4.5",""
"From 35 to 39 years","Hungary","Females","2005","Total","Percentage","7.6","b"
"From 35 to 39 years","Hungary","Females","2006","Total","Percentage","8.1",""
"From 35 to 39 years","Hungary","Females","2007","Total","Percentage","7.9",""
"From 35 to 39 years","Hungary","Females","2008","Total","Percentage","7.6",""
"From 35 to 39 years","Hungary","Females","2009","Total","Percentage","8.7",""
"From 35 to 39 years","Hungary","Females","2010","Total","Percentage","10.2",""
"From 35 to 39 years","Hungary","Females","2011","Total","Percentage","10.2",""
"From 35 to 39 years","Hungary","Females","2012","Total","Percentage","9.8",""
"From 35 to 39 years","Hungary","Females","2013","Total","Percentage","8.8",""
"From 35 to 39 years","Hungary","Females","2014","Total","Percentage","7.1",""
"From 35 to 39 years","Hungary","Females","2015","Total","Percentage","7.0",""
"From 35 to 39 years","Hungary","Females","2016","Total","Percentage","4.7",""
"From 35 to 39 years","Malta","Total","2005","Total","Percentage","3.4","bu"
"From 35 to 39 years","Malta","Total","2006","Total","Percentage","3.5","u"
"From 35 to 39 years","Malta","Total","2007","Total","Percentage","4.8","u"
"From 35 to 39 years","Malta","Total","2008","Total","Percentage","4.0","u"
"From 35 to 39 years","Malta","Total","2009","Total","Percentage","6.3",""
"From 35 to 39 years","Malta","Total","2010","Total","Percentage","6.2",""
"From 35 to 39 years","Malta","Total","2011","Total","Percentage","4.6",""
"From 35 to 39 years","Malta","Total","2012","Total","Percentage","4.4",""
"From 35 to 39 years","Malta","Total","2013","Total","Percentage","4.4",""
"From 35 to 39 years","Malta","Total","2014","Total","Percentage","4.4",""
"From 35 to 39 years","Malta","Total","2015","Total","Percentage","4.0",""
"From 35 to 39 years","Malta","Total","2016","Total","Percentage","4.3",""
"From 35 to 39 years","Malta","Males","2005","Total","Percentage",":","bu"
"From 35 to 39 years","Malta","Males","2006","Total","Percentage",":","u"
"From 35 to 39 years","Malta","Males","2007","Total","Percentage",":","u"
"From 35 to 39 years","Malta","Males","2008","Total","Percentage","3.4","u"
"From 35 to 39 years","Malta","Males","2009","Total","Percentage","5.1","u"
"From 35 to 39 years","Malta","Males","2010","Total","Percentage","6.1",""
"From 35 to 39 years","Malta","Males","2011","Total","Percentage","4.7","u"
"From 35 to 39 years","Malta","Males","2012","Total","Percentage","3.9","u"
"From 35 to 39 years","Malta","Males","2013","Total","Percentage","3.3","u"
"From 35 to 39 years","Malta","Males","2014","Total","Percentage","3.9","u"
"From 35 to 39 years","Malta","Males","2015","Total","Percentage","3.8","u"
"From 35 to 39 years","Malta","Males","2016","Total","Percentage","3.6","u"
"From 35 to 39 years","Malta","Females","2005","Total","Percentage",":","bu"
"From 35 to 39 years","Malta","Females","2006","Total","Percentage",":","u"
"From 35 to 39 years","Malta","Females","2007","Total","Percentage","8.8","u"
"From 35 to 39 years","Malta","Females","2008","Total","Percentage",":","u"
"From 35 to 39 years","Malta","Females","2009","Total","Percentage","8.8","u"
"From 35 to 39 years","Malta","Females","2010","Total","Percentage","6.4","u"
"From 35 to 39 years","Malta","Females","2011","Total","Percentage",":","u"
"From 35 to 39 years","Malta","Females","2012","Total","Percentage","5.2","u"
"From 35 to 39 years","Malta","Females","2013","Total","Percentage","6.1","u"
"From 35 to 39 years","Malta","Females","2014","Total","Percentage","5.2","u"
"From 35 to 39 years","Malta","Females","2015","Total","Percentage","4.3","u"
"From 35 to 39 years","Malta","Females","2016","Total","Percentage","5.3","u"
"From 35 to 39 years","Netherlands","Total","2005","Total","Percentage","4.3","b"
"From 35 to 39 years","Netherlands","Total","2006","Total","Percentage","3.3",""
"From 35 to 39 years","Netherlands","Total","2007","Total","Percentage","2.3",""
"From 35 to 39 years","Netherlands","Total","2008","Total","Percentage","1.8",""
"From 35 to 39 years","Netherlands","Total","2009","Total","Percentage","2.5",""
"From 35 to 39 years","Netherlands","Total","2010","Total","Percentage","3.4","b"
"From 35 to 39 years","Netherlands","Total","2011","Total","Percentage","3.4","b"
"From 35 to 39 years","Netherlands","Total","2012","Total","Percentage","4.7",""
"From 35 to 39 years","Netherlands","Total","2013","Total","Percentage","6.0",""
"From 35 to 39 years","Netherlands","Total","2014","Total","Percentage","5.9",""
"From 35 to 39 years","Netherlands","Total","2015","Total","Percentage","5.2",""
"From 35 to 39 years","Netherlands","Total","2016","Total","Percentage","4.2",""
"From 35 to 39 years","Netherlands","Males","2005","Total","Percentage","4.1","b"
"From 35 to 39 years","Netherlands","Males","2006","Total","Percentage","2.8",""
"From 35 to 39 years","Netherlands","Males","2007","Total","Percentage","1.7",""
"From 35 to 39 years","Netherlands","Males","2008","Total","Percentage","1.3",""
"From 35 to 39 years","Netherlands","Males","2009","Total","Percentage","2.3",""
"From 35 to 39 years","Netherlands","Males","2010","Total","Percentage","3.4","b"
"From 35 to 39 years","Netherlands","Males","2011","Total","Percentage","2.6","b"
"From 35 to 39 years","Netherlands","Males","2012","Total","Percentage","3.8",""
"From 35 to 39 years","Netherlands","Males","2013","Total","Percentage","5.6",""
"From 35 to 39 years","Netherlands","Males","2014","Total","Percentage","5.1",""
"From 35 to 39 years","Netherlands","Males","2015","Total","Percentage","4.2",""
"From 35 to 39 years","Netherlands","Males","2016","Total","Percentage","3.4",""
"From 35 to 39 years","Netherlands","Females","2005","Total","Percentage","4.6","b"
"From 35 to 39 years","Netherlands","Females","2006","Total","Percentage","4.0",""
"From 35 to 39 years","Netherlands","Females","2007","Total","Percentage","2.9",""
"From 35 to 39 years","Netherlands","Females","2008","Total","Percentage","2.4",""
"From 35 to 39 years","Netherlands","Females","2009","Total","Percentage","2.8",""
"From 35 to 39 years","Netherlands","Females","2010","Total","Percentage","3.3","b"
"From 35 to 39 years","Netherlands","Females","2011","Total","Percentage","4.4","b"
"From 35 to 39 years","Netherlands","Females","2012","Total","Percentage","5.6",""
"From 35 to 39 years","Netherlands","Females","2013","Total","Percentage","6.5",""
"From 35 to 39 years","Netherlands","Females","2014","Total","Percentage","6.8",""
"From 35 to 39 years","Netherlands","Females","2015","Total","Percentage","6.3",""
"From 35 to 39 years","Netherlands","Females","2016","Total","Percentage","5.2",""
"From 35 to 39 years","Austria","Total","2005","Total","Percentage","4.4","b"
"From 35 to 39 years","Austria","Total","2006","Total","Percentage","4.6",""
"From 35 to 39 years","Austria","Total","2007","Total","Percentage","4.1","b"
"From 35 to 39 years","Austria","Total","2008","Total","Percentage","3.6",""
"From 35 to 39 years","Austria","Total","2009","Total","Percentage","4.7",""
"From 35 to 39 years","Austria","Total","2010","Total","Percentage","3.8",""
"From 35 to 39 years","Austria","Total","2011","Total","Percentage","4.2",""
"From 35 to 39 years","Austria","Total","2012","Total","Percentage","4.2",""
"From 35 to 39 years","Austria","Total","2013","Total","Percentage","4.8",""
"From 35 to 39 years","Austria","Total","2014","Total","Percentage","5.2",""
"From 35 to 39 years","Austria","Total","2015","Total","Percentage","5.4",""
"From 35 to 39 years","Austria","Total","2016","Total","Percentage","5.9",""
"From 35 to 39 years","Austria","Males","2005","Total","Percentage","3.6","b"
"From 35 to 39 years","Austria","Males","2006","Total","Percentage","3.8",""
"From 35 to 39 years","Austria","Males","2007","Total","Percentage","3.2","b"
"From 35 to 39 years","Austria","Males","2008","Total","Percentage","3.0",""
"From 35 to 39 years","Austria","Males","2009","Total","Percentage","4.7",""
"From 35 to 39 years","Austria","Males","2010","Total","Percentage","3.9",""
"From 35 to 39 years","Austria","Males","2011","Total","Percentage","4.0",""
"From 35 to 39 years","Austria","Males","2012","Total","Percentage","4.4",""
"From 35 to 39 years","Austria","Males","2013","Total","Percentage","4.2",""
"From 35 to 39 years","Austria","Males","2014","Total","Percentage","4.7",""
"From 35 to 39 years","Austria","Males","2015","Total","Percentage","5.8",""
"From 35 to 39 years","Austria","Males","2016","Total","Percentage","5.2",""
"From 35 to 39 years","Austria","Females","2005","Total","Percentage","5.3","b"
"From 35 to 39 years","Austria","Females","2006","Total","Percentage","5.6",""
"From 35 to 39 years","Austria","Females","2007","Total","Percentage","5.2","b"
"From 35 to 39 years","Austria","Females","2008","Total","Percentage","4.2",""
"From 35 to 39 years","Austria","Females","2009","Total","Percentage","4.7",""
"From 35 to 39 years","Austria","Females","2010","Total","Percentage","3.7",""
"From 35 to 39 years","Austria","Females","2011","Total","Percentage","4.5",""
"From 35 to 39 years","Austria","Females","2012","Total","Percentage","4.1",""
"From 35 to 39 years","Austria","Females","2013","Total","Percentage","5.5",""
"From 35 to 39 years","Austria","Females","2014","Total","Percentage","5.7",""
"From 35 to 39 years","Austria","Females","2015","Total","Percentage","5.0",""
"From 35 to 39 years","Austria","Females","2016","Total","Percentage","6.7",""
"From 35 to 39 years","Poland","Total","2005","Total","Percentage","13.6","b"
"From 35 to 39 years","Poland","Total","2006","Total","Percentage","11.1",""
"From 35 to 39 years","Poland","Total","2007","Total","Percentage","6.7",""
"From 35 to 39 years","Poland","Total","2008","Total","Percentage","5.0",""
"From 35 to 39 years","Poland","Total","2009","Total","Percentage","6.1",""
"From 35 to 39 years","Poland","Total","2010","Total","Percentage","6.8","b"
"From 35 to 39 years","Poland","Total","2011","Total","Percentage","6.7",""
"From 35 to 39 years","Poland","Total","2012","Total","Percentage","7.4",""
"From 35 to 39 years","Poland","Total","2013","Total","Percentage","7.8",""
"From 35 to 39 years","Poland","Total","2014","Total","Percentage","6.7",""
"From 35 to 39 years","Poland","Total","2015","Total","Percentage","5.6",""
"From 35 to 39 years","Poland","Total","2016","Total","Percentage","4.7",""
"From 35 to 39 years","Poland","Males","2005","Total","Percentage","11.3","b"
"From 35 to 39 years","Poland","Males","2006","Total","Percentage","9.0",""
"From 35 to 39 years","Poland","Males","2007","Total","Percentage","5.3",""
"From 35 to 39 years","Poland","Males","2008","Total","Percentage","4.0",""
"From 35 to 39 years","Poland","Males","2009","Total","Percentage","5.4",""
"From 35 to 39 years","Poland","Males","2010","Total","Percentage","6.3","b"
"From 35 to 39 years","Poland","Males","2011","Total","Percentage","6.0",""
"From 35 to 39 years","Poland","Males","2012","Total","Percentage","6.5",""
"From 35 to 39 years","Poland","Males","2013","Total","Percentage","6.6",""
"From 35 to 39 years","Poland","Males","2014","Total","Percentage","5.6",""
"From 35 to 39 years","Poland","Males","2015","Total","Percentage","5.0",""
"From 35 to 39 years","Poland","Males","2016","Total","Percentage","4.6",""
"From 35 to 39 years","Poland","Females","2005","Total","Percentage","16.2","b"
"From 35 to 39 years","Poland","Females","2006","Total","Percentage","13.5",""
"From 35 to 39 years","Poland","Females","2007","Total","Percentage","8.3",""
"From 35 to 39 years","Poland","Females","2008","Total","Percentage","6.2",""
"From 35 to 39 years","Poland","Females","2009","Total","Percentage","6.9",""
"From 35 to 39 years","Poland","Females","2010","Total","Percentage","7.4","b"
"From 35 to 39 years","Poland","Females","2011","Total","Percentage","7.6",""
"From 35 to 39 years","Poland","Females","2012","Total","Percentage","8.5",""
"From 35 to 39 years","Poland","Females","2013","Total","Percentage","9.2",""
"From 35 to 39 years","Poland","Females","2014","Total","Percentage","8.1",""
"From 35 to 39 years","Poland","Females","2015","Total","Percentage","6.3",""
"From 35 to 39 years","Poland","Females","2016","Total","Percentage","4.9",""
"From 35 to 39 years","Portugal","Total","2005","Total","Percentage","6.8","b"
"From 35 to 39 years","Portugal","Total","2006","Total","Percentage","5.8",""
"From 35 to 39 years","Portugal","Total","2007","Total","Percentage","7.3",""
"From 35 to 39 years","Portugal","Total","2008","Total","Percentage","6.7",""
"From 35 to 39 years","Portugal","Total","2009","Total","Percentage","8.7",""
"From 35 to 39 years","Portugal","Total","2010","Total","Percentage","10.3",""
"From 35 to 39 years","Portugal","Total","2011","Total","Percentage","11.1","b"
"From 35 to 39 years","Portugal","Total","2012","Total","Percentage","13.7",""
"From 35 to 39 years","Portugal","Total","2013","Total","Percentage","14.4",""
"From 35 to 39 years","Portugal","Total","2014","Total","Percentage","11.4",""
"From 35 to 39 years","Portugal","Total","2015","Total","Percentage","10.0",""
"From 35 to 39 years","Portugal","Total","2016","Total","Percentage","8.4",""
"From 35 to 39 years","Portugal","Males","2005","Total","Percentage","5.0","b"
"From 35 to 39 years","Portugal","Males","2006","Total","Percentage","4.3",""
"From 35 to 39 years","Portugal","Males","2007","Total","Percentage","5.9",""
"From 35 to 39 years","Portugal","Males","2008","Total","Percentage","6.2",""
"From 35 to 39 years","Portugal","Males","2009","Total","Percentage","7.9",""
"From 35 to 39 years","Portugal","Males","2010","Total","Percentage","8.5",""
"From 35 to 39 years","Portugal","Males","2011","Total","Percentage","10.6","b"
