"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2010Q2","Malta","Females","From 15 to 74 years","Total","Percentage","7.8",""
"2010Q2","Netherlands","Total","From 15 to 74 years","Total","Percentage","4.5","b"
"2010Q2","Netherlands","Males","From 15 to 74 years","Total","Percentage","4.5","b"
"2010Q2","Netherlands","Females","From 15 to 74 years","Total","Percentage","4.5","b"
"2010Q2","Austria","Total","From 15 to 74 years","Total","Percentage","4.9",""
"2010Q2","Austria","Males","From 15 to 74 years","Total","Percentage","5.1",""
"2010Q2","Austria","Females","From 15 to 74 years","Total","Percentage","4.7",""
"2010Q2","Poland","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q2","Poland","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q2","Poland","Females","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q2","Portugal","Total","From 15 to 74 years","Total","Percentage","10.8",""
"2010Q2","Portugal","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q2","Portugal","Females","From 15 to 74 years","Total","Percentage","11.7",""
"2010Q2","Romania","Total","From 15 to 74 years","Total","Percentage","6.5",""
"2010Q2","Romania","Males","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q2","Romania","Females","From 15 to 74 years","Total","Percentage","6.0",""
"2010Q2","Slovenia","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q2","Slovenia","Males","From 15 to 74 years","Total","Percentage","7.5",""
"2010Q2","Slovenia","Females","From 15 to 74 years","Total","Percentage","6.7",""
"2010Q2","Slovakia","Total","From 15 to 74 years","Total","Percentage","14.4",""
"2010Q2","Slovakia","Males","From 15 to 74 years","Total","Percentage","14.2",""
"2010Q2","Slovakia","Females","From 15 to 74 years","Total","Percentage","14.7",""
"2010Q2","Finland","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q2","Finland","Males","From 15 to 74 years","Total","Percentage","10.3",""
"2010Q2","Finland","Females","From 15 to 74 years","Total","Percentage","8.8",""
"2010Q2","Sweden","Total","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","Sweden","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","Sweden","Females","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","United Kingdom","Total","From 15 to 74 years","Total","Percentage","7.7",""
"2010Q2","United Kingdom","Males","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q2","United Kingdom","Females","From 15 to 74 years","Total","Percentage","6.7",""
"2010Q2","Iceland","Total","From 15 to 74 years","Total","Percentage","8.8",""
"2010Q2","Iceland","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q2","Iceland","Females","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q2","Norway","Total","From 15 to 74 years","Total","Percentage","3.8",""
"2010Q2","Norway","Males","From 15 to 74 years","Total","Percentage","4.5",""
"2010Q2","Norway","Females","From 15 to 74 years","Total","Percentage","3.1",""
"2010Q2","Switzerland","Total","From 15 to 74 years","Total","Percentage","4.7",""
"2010Q2","Switzerland","Males","From 15 to 74 years","Total","Percentage","4.3",""
"2010Q2","Switzerland","Females","From 15 to 74 years","Total","Percentage","5.1",""
"2010Q2","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","32.1",""
"2010Q2","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","31.4",""
"2010Q2","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","33.2",""
"2010Q2","Turkey","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q2","Turkey","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q2","Turkey","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q3","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q3","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2010Q3","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q3","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q3","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2010Q3","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q3","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.1",""
"2010Q3","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","9.0",""
"2010Q3","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q3","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q3","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q3","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q3","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q3","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q3","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q3","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q3","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q3","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q3","Belgium","Total","From 15 to 74 years","Total","Percentage","8.7",""
"2010Q3","Belgium","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2010Q3","Belgium","Females","From 15 to 74 years","Total","Percentage","9.0",""
"2010Q3","Bulgaria","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q3","Bulgaria","Males","From 15 to 74 years","Total","Percentage","10.1",""
"2010Q3","Bulgaria","Females","From 15 to 74 years","Total","Percentage","9.0",""
"2010Q3","Czech Republic","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q3","Czech Republic","Males","From 15 to 74 years","Total","Percentage","6.0",""
"2010Q3","Czech Republic","Females","From 15 to 74 years","Total","Percentage","8.5",""
"2010Q3","Denmark","Total","From 15 to 74 years","Total","Percentage","7.3",""
"2010Q3","Denmark","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2010Q3","Denmark","Females","From 15 to 74 years","Total","Percentage","6.9",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","6.3",""
"2010Q3","Estonia","Total","From 15 to 74 years","Total","Percentage","15.4",""
"2010Q3","Estonia","Males","From 15 to 74 years","Total","Percentage","15.9",""
"2010Q3","Estonia","Females","From 15 to 74 years","Total","Percentage","14.8",""
"2010Q3","Ireland","Total","From 15 to 74 years","Total","Percentage","14.2",""
"2010Q3","Ireland","Males","From 15 to 74 years","Total","Percentage","17.2",""
"2010Q3","Ireland","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q3","Greece","Total","From 15 to 74 years","Total","Percentage","12.6",""
"2010Q3","Greece","Males","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q3","Greece","Females","From 15 to 74 years","Total","Percentage","16.2",""
"2010Q3","Spain","Total","From 15 to 74 years","Total","Percentage","19.6",""
"2010Q3","Spain","Males","From 15 to 74 years","Total","Percentage","19.1",""
"2010Q3","Spain","Females","From 15 to 74 years","Total","Percentage","20.2",""
"2010Q3","France","Total","From 15 to 74 years","Total","Percentage","8.3",""
"2010Q3","France","Males","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q3","France","Females","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q3","Croatia","Total","From 15 to 74 years","Total","Percentage","11.2",""
"2010Q3","Croatia","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q3","Croatia","Females","From 15 to 74 years","Total","Percentage","12.2",""
"2010Q3","Italy","Total","From 15 to 74 years","Total","Percentage","7.5",""
"2010Q3","Italy","Males","From 15 to 74 years","Total","Percentage","6.7",""
"2010Q3","Italy","Females","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q3","Cyprus","Total","From 15 to 74 years","Total","Percentage","5.8",""
"2010Q3","Cyprus","Males","From 15 to 74 years","Total","Percentage","5.8",""
"2010Q3","Cyprus","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2010Q3","Latvia","Total","From 15 to 74 years","Total","Percentage","18.5",""
"2010Q3","Latvia","Males","From 15 to 74 years","Total","Percentage","20.9",""
"2010Q3","Latvia","Females","From 15 to 74 years","Total","Percentage","16.2",""
"2010Q3","Lithuania","Total","From 15 to 74 years","Total","Percentage","17.7",""
"2010Q3","Lithuania","Males","From 15 to 74 years","Total","Percentage","20.2",""
"2010Q3","Lithuania","Females","From 15 to 74 years","Total","Percentage","15.2",""
"2010Q3","Luxembourg","Total","From 15 to 74 years","Total","Percentage","3.9",""
"2010Q3","Luxembourg","Males","From 15 to 74 years","Total","Percentage","2.8","u"
"2010Q3","Luxembourg","Females","From 15 to 74 years","Total","Percentage","5.3",""
"2010Q3","Hungary","Total","From 15 to 74 years","Total","Percentage","10.8",""
"2010Q3","Hungary","Males","From 15 to 74 years","Total","Percentage","11.0",""
"2010Q3","Hungary","Females","From 15 to 74 years","Total","Percentage","10.7",""
"2010Q3","Malta","Total","From 15 to 74 years","Total","Percentage","6.7",""
"2010Q3","Malta","Males","From 15 to 74 years","Total","Percentage","6.5",""
"2010Q3","Malta","Females","From 15 to 74 years","Total","Percentage","6.9",""
"2010Q3","Netherlands","Total","From 15 to 74 years","Total","Percentage","4.3",""
"2010Q3","Netherlands","Males","From 15 to 74 years","Total","Percentage","4.2",""
"2010Q3","Netherlands","Females","From 15 to 74 years","Total","Percentage","4.3",""
"2010Q3","Austria","Total","From 15 to 74 years","Total","Percentage","4.8",""
"2010Q3","Austria","Males","From 15 to 74 years","Total","Percentage","4.8",""
"2010Q3","Austria","Females","From 15 to 74 years","Total","Percentage","4.7",""
"2010Q3","Poland","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q3","Poland","Males","From 15 to 74 years","Total","Percentage","8.7",""
"2010Q3","Poland","Females","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q3","Portugal","Total","From 15 to 74 years","Total","Percentage","11.1",""
"2010Q3","Portugal","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q3","Portugal","Females","From 15 to 74 years","Total","Percentage","12.5",""
"2010Q3","Romania","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2010Q3","Romania","Males","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q3","Romania","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2010Q3","Slovenia","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q3","Slovenia","Males","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q3","Slovenia","Females","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q3","Slovakia","Total","From 15 to 74 years","Total","Percentage","14.1",""
"2010Q3","Slovakia","Males","From 15 to 74 years","Total","Percentage","13.9",""
"2010Q3","Slovakia","Females","From 15 to 74 years","Total","Percentage","14.3",""
"2010Q3","Finland","Total","From 15 to 74 years","Total","Percentage","7.3",""
"2010Q3","Finland","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2010Q3","Finland","Females","From 15 to 74 years","Total","Percentage","6.9",""
"2010Q3","Sweden","Total","From 15 to 74 years","Total","Percentage","8.0",""
"2010Q3","Sweden","Males","From 15 to 74 years","Total","Percentage","8.0",""
"2010Q3","Sweden","Females","From 15 to 74 years","Total","Percentage","7.9",""
"2010Q3","United Kingdom","Total","From 15 to 74 years","Total","Percentage","7.9",""
"2010Q3","United Kingdom","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2010Q3","United Kingdom","Females","From 15 to 74 years","Total","Percentage","7.3",""
"2010Q3","Iceland","Total","From 15 to 74 years","Total","Percentage","6.5",""
"2010Q3","Iceland","Males","From 15 to 74 years","Total","Percentage","6.2",""
"2010Q3","Iceland","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2010Q3","Norway","Total","From 15 to 74 years","Total","Percentage","3.4",""
"2010Q3","Norway","Males","From 15 to 74 years","Total","Percentage","3.7",""
"2010Q3","Norway","Females","From 15 to 74 years","Total","Percentage","3.1",""
"2010Q3","Switzerland","Total","From 15 to 74 years","Total","Percentage","5.0",""
"2010Q3","Switzerland","Males","From 15 to 74 years","Total","Percentage","4.4",""
"2010Q3","Switzerland","Females","From 15 to 74 years","Total","Percentage","5.6",""
"2010Q3","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","31.7",""
"2010Q3","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","32.1",""
"2010Q3","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","31.0",""
"2010Q3","Turkey","Total","From 15 to 74 years","Total","Percentage","10.2",""
"2010Q3","Turkey","Males","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q3","Turkey","Females","From 15 to 74 years","Total","Percentage","11.5",""
"2010Q4","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q4","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q4","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q4","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q4","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q4","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q4","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q4","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q4","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q4","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q4","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q4","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q4","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q4","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q4","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","10.3",""
"2010Q4","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q4","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q4","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","10.3",""
"2010Q4","Belgium","Total","From 15 to 74 years","Total","Percentage","7.9",""
"2010Q4","Belgium","Males","From 15 to 74 years","Total","Percentage","7.7",""
